id,title,artist,full_lyrics,reff_lyrics,emotion
120,lift jatuh bebas,utami fitri,naik lift ke lantai dua puluh. tiba-tiba kabel putus. cemas lift jatuh bebas. waswas tidak selamat. alarm berbunyi keras. lampu darurat berkedip. gelisah terjebak di dalam. takut mati mengenaskan. . lift jatuh bebas sangat menakutkan. khawatir tidak ada yang selamat. bahaya kematian di depan mata. terancam hancur berkeping-keping. gemetar menunggu benturan. panik dalam ruang sempit. berdoa dalam hati. memohon keajaiban terjadi. resah dengan detik-detik. menuju akhir hayat,lift jatuh bebas sangat menakutkan. khawatir tidak ada yang selamat. bahaya kematian di depan mata. terancam hancur berkeping-keping. gemetar menunggu benturan. panik dalam ruang sempit,takut
121,keracunan makanan,vira anggraini,makan di warung pinggir jalan. sejam kemudian perut mulas. cemas makanan tidak higienis. waswas keracunan parah. mual muntah tidak berhenti. badan lemas dan demam. gelisah harus ke rumah sakit. takut kondisi makin parah. . keracunan makanan berbahaya. khawatir organ dalam rusak. bahaya racun menyebar. terancam komplikasi fatal. gemetar badan menggigil. panik kalau tidak tertolong. racun mulai mengalir. ke seluruh pembuluh darah. resah dengan kondisi. yang terus memburuk,keracunan makanan berbahaya. khawatir organ dalam rusak. bahaya racun menyebar. terancam komplikasi fatal. gemetar badan menggigil. panik kalau tidak tertolong,takut
122,jalan licin hujan,wahyu hidayat,motor melaju di jalan basah. hujan deras menghalangi pandangan. cemas ban selip tiba-tiba. waswas jatuh di aspal. kendaraan lain ugal-ugalan. ngebut di tengah hujan. gelisah dengan keselamatan. takut kecelakaan fatal. . jalan licin hujan sangat berbahaya. khawatir kehilangan kendali. bahaya kecelakaan mengintai. terancam terluka parah. gemetar memegang kemudi. panik kalau motor slip. air menggenang di mana-mana. lubang jalan tidak terlihat. resah dengan perjalanan. yang penuh resiko,jalan licin hujan sangat berbahaya. khawatir kehilangan kendali. bahaya kecelakaan mengintai. terancam terluka parah. gemetar memegang kemudi. panik kalau motor slip,takut
123,ancaman debt collector,xavier pratama,utang kartu kredit menunggak. debt collector mulai datang. cemas mereka pakai kekerasan. waswas keluarga diancam. mereka bilang akan sita mobil. kalau besok belum bayar. gelisah dengan intimidasi. takut mereka main kasar. . ancaman debt collector menakutkan. khawatir keluarga dalam bahaya. ancaman kekerasan mengintai. terancam dipermalukan. gemetar kalau mereka datang. panik harus sembunyi kemana. tetangga mulai flighty. melihat orang asing hilir mudik. resah dengan reputasi. yang hancur di mata orang,ancaman debt collector menakutkan. khawatir keluarga dalam bahaya. ancaman kekerasan mengintai. terancam dipermalukan. gemetar kalau mereka datang. panik harus sembunyi kemana,takut
124,ribut masa,yogi permana,pulang sekolah ketemu geng rival. mereka bilang mau berantem. cemas kalau terpaksa berkelahi. waswas terluka atau dihajar. teman-teman juga ketakutan. musuh lebih banyak dan besar. gelisah harus lawan atau lari. takut dianggap pengecut. . ribut masa sangat menakutkan. khawatir terluka serius. bahaya kekerasan fisik mengancam. terancam masuk rumah sakit. gemetar menghadapi lawan. panik kalau diserang beramai. senjata tajam mulai keluar. situasi semakin mencekam. resah dengan eskalasi. yang tidak terkendali,ribut masa sangat menakutkan. khawatir terluka serius. bahaya kekerasan fisik mengancam. terancam masuk rumah sakit. gemetar menghadapi lawan. panik kalau diserang beramai,takut
125,jembatan rusak,zahra amelia,menyeberang jembatan tua. papan kayu mulai keropos. cemas jembatan tidak kuat. waswas jatuh ke sungai. tali penyangga sudah karatan. berderit saat diinjak. gelisah dengan setiap langkah. takut papan jebol tiba-tiba. . jembatan rusak sangat berbahaya. khawatir ambruk tiba-tiba. bahaya ketinggian mengancam. terancam jatuh ke jurang. gemetar memegang pegangan. panik kalau tali putus. di bawah sungai deras. batu-batu tajam mencuat. resah dengan perjalanan. yang mempertaruhkan nyawa,jembatan rusak sangat berbahaya. khawatir ambruk tiba-tiba. bahaya ketinggian mengancam. terancam jatuh ke jurang. gemetar memegang pegangan. panik kalau tali putus,takut
126,selamat dari kecelakaan,adi nugroho,mobil di depan rem mendadak. aku hampir nabrak dari belakang. cemas kalau tidak sempat stop. waswas terjadi tabrakan. belokan tajam di tikungan. hampir keluar dari jalur. gelisah dengan kecepatan. takut masuk ke jurang. . selamat dari kecelakaan syukur. khawatir nyawa hampir melayang. bahaya kematian baru saja terlewat. terancam tidak bisa pulang. gemetar memikirkan hampir mati. panik dalam hitungan detik. jantung masih berdebar keras. keringat dingin membasahi. resah dengan pengalaman. yang hampir mengakhiri hidup,selamat dari kecelakaan syukur. khawatir nyawa hampir melayang. bahaya kematian baru saja terlewat. terancam tidak bisa pulang. gemetar memikirkan hampir mati. panik dalam hitungan detik,takut
127,anak hilang di mall,bella safitri,anak umur lima tahun. tiba-tiba hilang di keramaian. cemas diculik orang jahat. waswas tidak ketemu lagi. security sudah diminta bantuan. tapi belum ada kabar. gelisah memikirkan dia. takut menangis ketakutan. . anak hilang di mall menakutkan. khawatir ada yang menculik. bahaya predator mengancam. terancam kehilangan buah hati. gemetar memikirkan dia takut. panik berlarian mencari. berbagai skenario buruk. bermunculan di kepala. resah dengan kemungkinan. yang tidak bisa dibayangkan,anak hilang di mall menakutkan. khawatir ada yang menculik. bahaya predator mengancam. terancam kehilangan buah hati. gemetar memikirkan dia takut. panik berlarian mencari,takut
128,gas bocor malam hari,citra dewi,mencium bau gas yang menyengat. tabung lpg sepertinya bocor. cemas kalau sampai meledak. waswas rumah jadi abu. tidak berani nyalakan listrik. takut ada percikan api. gelisah gas terus mengalir. takut ledakan sewaktu-waktu. . gas bocor malam hari berbahaya. khawatir rumah meledak keras. bahaya kebakaran mengancam. terancam terbakar hidup-hidup. gemetar harus evakuasi. panik dalam kegelapan. seluruh keluarga harus keluar. tunggu teknisi datang pagi. resah menunggu di luar. sambil berharap tidak meledak,gas bocor malam hari berbahaya. khawatir rumah meledak keras. bahaya kebakaran mengancam. terancam terbakar hidup-hidup. gemetar harus evakuasi. panik dalam kegelapan,takut
129,perampok bersenjata,dedi kurniawan,di atm malam-malam. tiba-tiba ada yang todong. cemas dengan senjata tajam. waswas nyawa terancam. dia minta semua uang. dengan ancaman pisau. gelisah kalau melawan. takut ditikam mati. . perampok bersenjata menakutkan. khawatir nyawa tidak selamat. bahaya senjata mengancam. terancam mati sia-sia. gemetar menghadapi ancaman. panik antara lawan atau pasrah. mata melotot penuh amarah. tangan gemetar pegang pisau. resah dengan situasi. yang bisa berakhir fatal,perampok bersenjata menakutkan. khawatir nyawa tidak selamat. bahaya senjata mengancam. terancam mati sia-sia. gemetar menghadapi ancaman. panik antara lawan atau pasrah,takut
130,tenggelam di laut,eka saputra,berenang jauh dari pantai. tiba-tiba kram di kaki. cemas tidak bisa berenang. waswas tenggelam di laut. ombak besar datang bertubi. menghanyutkan ke tengah. gelisah dengan tenaga terbatas. takut tidak sampai ke pantai. . tenggelam di laut sangat menakutkan. khawatir tidak ada yang nolong. bahaya tenggelam mengancam. terancam mati kehabisan nafas. gemetar melawan ombak. panik air masuk ke paru. pantai semakin jauh. tenaga semakin terkuras. resah dengan perjuangan. melawan kekuatan alam,tenggelam di laut sangat menakutkan. khawatir tidak ada yang nolong. bahaya tenggelam mengancam. terancam mati kehabisan nafas. gemetar melawan ombak. panik air masuk ke paru,takut
131,bagaimana kalau dipecat,fandi sutrisno,performance review bulan depan. akhir-akhir ini sering telat. cemas kalau dipecat. waswas karier hancur. boss sering memanggil ke ruangan. kayaknya ada yang tidak beres. gelisah dengan sinyal. takut dapat surat peringatan. . bagaimana kalau aku dipecat. khawatir tidak dapat kerja lagi. ketidakpastian karier mencekam. bimbang harus prepare apa. gemetar memikirkan phk. terancam menganggur panjang. cicilan masih banyak. tapi gaji bisa hilang. resah dengan kemungkinan. yang bisa jadi kenyataan,bagaimana kalau aku dipecat. khawatir tidak dapat kerja lagi. ketidakpastian karier mencekam. bimbang harus prepare apa. gemetar memikirkan phk. terancam menganggur panjang,takut
132,seandainya sakit parah,gina puspita,sering sakit kepala belakangan. takut ada yang serius. cemas kalau tumor ganas. waswas penyakit mematikan. belum berani periksa dokter. takut dapat kabar buruk. gelisah dengan gejala. takut vonis yang menakutkan. . seandainya aku sakit parah. khawatir tidak bisa sembuh. ketidakpastian kesehatan mencekam. bimbang harus periksa atau tidak. gemetar memikirkan kematian. terancam meninggalkan keluarga. asuransi juga tidak ada. biaya pengobatan mahal. resah dengan beban. yang akan ditanggung keluarga,seandainya aku sakit parah. khawatir tidak bisa sembuh. ketidakpastian kesehatan mencekam. bimbang harus periksa atau tidak. gemetar memikirkan kematian. terancam meninggalkan keluarga,takut
133,kalau dia selingkuh,harto wijaya,pacar akhir-akhir ini dingin. jarang chat dan telpon. cemas kalau ada orang lain. waswas dia bohong. akhir pekan bilang sibuk. padahal dulu selalu bareng. gelisah dengan perubahan. takut cinta sudah pudar. . kalau dia selingkuh dengan yang lain. khawatir hubungan berakhir. ketidakpastian cinta mencekam. bimbang harus konfrontasi atau diam. gemetar memikirkan pengkhianatan. terancam kehilangan dia selamanya. semua tanda-tanda mengarah. ke kemungkinan yang menyakitkan. resah dengan dugaan. yang semoga tidak benar,kalau dia selingkuh dengan yang lain. khawatir hubungan berakhir. ketidakpastian cinta mencekam. bimbang harus konfrontasi atau diam. gemetar memikirkan pengkhianatan. terancam kehilangan dia selamanya,takut
134,bagaimana kalau gagal,indah kusuma,ujian nasional minggu depan. masih banyak materi belum. cemas kalau tidak lulus. waswas mimpi kuliah pupus. teman-teman kayak udah siap. aku masih panik berat. gelisah dengan persiapan. takut hasil mengecewakan. . bagaimana kalau aku gagal total. khawatir masa depan hancur. ketidakpastian hasil mencekam. bimbang antara optimis dan realistis. gemetar memikirkan pengumuman. terancam mengulang satu tahun. orangtua punya harapan tinggi. sudah berkorban banyak. resah kalau mengecewakan. mereka yang sudah berjuang,bagaimana kalau aku gagal total. khawatir masa depan hancur. ketidakpastian hasil mencekam. bimbang antara optimis dan realistis. gemetar memikirkan pengumuman. terancam mengulang satu tahun,takut
135,seandainya orangtua meninggal,joko widodo,papa mama sudah tua. kesehatan mulai menurun. cemas kalau sewaktu-waktu. waswas tuhan panggil mereka. belum sempat membahagiakan. masih banyak yang belum diucap. gelisah dengan waktu terbatas. takut menyesal seumur hidup. . seandainya orangtua meninggal duluan. khawatir tidak sempat berbakti. ketidakpastian waktu mencekam. bimbang antara karier dan keluarga. gemetar memikirkan kehilangan. terancam hidup tanpa mereka. masih banyak impian. yang ingin aku wujudkan. resah kalau tidak sempat. membuat mereka bangga,seandainya orangtua meninggal duluan. khawatir tidak sempat berbakti. ketidakpastian waktu mencekam. bimbang antara karier dan keluarga. gemetar memikirkan kehilangan. terancam hidup tanpa mereka,takut
136,kalau usaha bangkrut,karina sari,omzet tiga bulan terakhir turun. competitor semakin banyak. cemas kalau usaha gulung tikar. waswas modal habis sia-sia. karyawan mulai resign. supplier minta bayar cash. gelisah dengan cashflow. takut tidak bisa survive. . kalau usaha bangkrut total. khawatir semua investasi lenyap. ketidakpastian bisnis mencekam. bimbang harus tutup atau bertahan. gemetar memikirkan utang. terancam kehilangan segalanya. mimpi jadi entrepreneur. ternyata tidak semudah dibayangkan. resah dengan tanggung jawab. yang semakin memberatkan,kalau usaha bangkrut total. khawatir semua investasi lenyap. ketidakpastian bisnis mencekam. bimbang harus tutup atau bertahan. gemetar memikirkan utang. terancam kehilangan segalanya,takut
137,bagaimana kalau ditolak,lina marlina,mau nyatakan perasaan besok. sudah lama memendam rasa. cemas kalau dia menolak. waswas persahabatan rusak. sudah siapkan kata-kata. tapi hati masih ragu. gelisah dengan kemungkinan. takut reaksi yang menyakitkan. . bagaimana kalau aku ditolak mentah. khawatir persahabatan berakhir. ketidakpastian perasaan mencekam. bimbang harus ngomong atau diam. gemetar memikirkan penolakan. terancam kehilangan dia selamanya. mungkin lebih baik menyimpan. daripada mengambil resiko. resah dengan dilema. antara jujur dan aman,bagaimana kalau aku ditolak mentah. khawatir persahabatan berakhir. ketidakpastian perasaan mencekam. bimbang harus ngomong atau diam. gemetar memikirkan penolakan. terancam kehilangan dia selamanya,takut
138,seandainya tidak lulus,maya safitri,skripsi sudah dikumpulkan. tinggal tunggu hasil sidang. cemas kalau tidak lulus. waswas harus mengulang. dosen penguji kelihatan strict. pertanyaan kemarin susah. gelisah dengan jawaban. takut tidak memuaskan. . seandainya tidak lulus sidang. khawatir tertunda wisuda. ketidakpastian kelulusan mencekam. bimbang antara percaya diri dan khawatir. gemetar menunggu pengumuman. terancam mengecewakan orangtua. empat tahun kuliah. bisa jadi sia-sia. resah dengan kemungkinan. yang tidak ingin terjadi,seandainya tidak lulus sidang. khawatir tertunda wisuda. ketidakpastian kelulusan mencekam. bimbang antara percaya diri dan khawatir. gemetar menunggu pengumuman. terancam mengecewakan orangtua,takut
139,kalau rumah kemalingan,nico pratama,"tetangga rumahnya dibobol maling. barang berharga hilang semua. cemas kalau rumahku juga. waswas jadi target berikutnya. keamanan komplek kurang. satpam cuma satu orang. gelisah dengan situasi. takut kehilangan harta. . kalau rumah kemalingan parah. khawatir kehilangan segalanya. ketidakpastian keamanan mencekam. bimbang harus pasang alarm atau tidak. gemetar memikirkan kerugian. terancam kehilangan kenangan berharga. laptop, hp, dan perhiasan. semua hasil kerja keras. resah dengan kemungkinan. yang bisa terjadi kapan saja",kalau rumah kemalingan parah. khawatir kehilangan segalanya. ketidakpastian keamanan mencekam. bimbang harus pasang alarm atau tidak. gemetar memikirkan kerugian. terancam kehilangan kenangan berharga,takut
140,bagaimana kalau krisis ekonomi,oscar ramadhan,berita ekonomi global turun. banyak perusahaan phk massal. cemas kalau krisis beneran. waswas semua investasi anjlok. harga-harga mulai naik. daya beli masyarakat turun. gelisah dengan situasi. takut tidak bisa survive. . bagaimana kalau krisis ekonomi parah. khawatir semua tabungan lenyap. ketidakpastian keuangan mencekam. bimbang harus investasi apa. gemetar memikirkan inflasi. terancam hidup melarat. pelajaran 1998 masih fresh. di ingatan orangtua. resah dengan sejarah. yang mungkin berulang,bagaimana kalau krisis ekonomi parah. khawatir semua tabungan lenyap. ketidakpastian keuangan mencekam. bimbang harus investasi apa. gemetar memikirkan inflasi. terancam hidup melarat,takut
141,resah tanpa alasan,putri amelia,bangun pagi hati sudah gelisah. padahal tidak ada masalah. cemas tanpa sebab yang jelas. waswas sesuatu buruk terjadi. tidak bisa duduk tenang. pikiran terus berputar. gelisah menyelimuti jiwa. takut ada yang terlewat. . resah tanpa alasan yang pasti. khawatir sesuatu yang tidak terlihat. ketidakpastian perasaan mencekam. bimbang mengapa hati tidak tenang. gemetar meski tidak ada ancaman. terancam kewarasan mental. mencoba mencari pemicu. tapi tidak ketemu jawabannya. resah dengan diri sendiri. yang tidak bisa dijelaskan,resah tanpa alasan yang pasti. khawatir sesuatu yang tidak terlihat. ketidakpastian perasaan mencekam. bimbang mengapa hati tidak tenang. gemetar meski tidak ada ancaman. terancam kewarasan mental,takut
142,insomnia berkepanjangan,qori sandika,sudah seminggu susah tidur. mata terpejam tapi pikiran aktif. cemas kalau jadi insomnia kronis. waswas kesehatan mental terganggu. besok harus kerja pagi. tapi mata masih segar. gelisah dengan kondisi. takut performa menurun. . insomnia berkepanjangan menyiksa. khawatir tidak bisa produktif. ketidakpastian tidur mencekam. bimbang minum obat atau tidak. gemetar karena kurang istirahat. terancam depresi kronis. otak terus memikirkan. hal-hal yang tidak penting. resah dengan siklus. yang tidak bisa diputus,insomnia berkepanjangan menyiksa. khawatir tidak bisa produktif. ketidakpastian tidur mencekam. bimbang minum obat atau tidak. gemetar karena kurang istirahat. terancam depresi kronis,takut
143,serangan panic attack,reza aditya,di tengah rapat tiba-tiba. jantung berdebar tidak karuan. cemas tidak bisa bernapas. waswas akan pingsan. keringat dingin bercucuran. tangan gemetar hebat. gelisah merasa akan mati. takut tidak ada yang nolong. . serangan panic attack mencekam. khawatir tidak bisa survive. ketidakpastian serangan mencekam. bimbang harus lari atau bertahan. gemetar seluruh tubuh bergetar. terancam kehilangan kontrol total. rekan kerja memandang heran. tidak tahu apa yang terjadi. resah dengan stigma. mental health di kantor,serangan panic attack mencekam. khawatir tidak bisa survive. ketidakpastian serangan mencekam. bimbang harus lari atau bertahan. gemetar seluruh tubuh bergetar. terancam kehilangan kontrol total,takut
144,overthinking parah,sinta maharani,chat dia dibaca tapi tidak dibalas. langsung berpikir macam-macam. cemas kalau ada yang salah. waswas hubungan dalam masalah. menganalisis setiap kata. yang pernah diucapkan kemarin. gelisah dengan interpretasi. takut menyinggung perasaan. . overthinking parah menyiksa jiwa. khawatir tentang hal sepele. ketidakpastian makna mencekam. bimbang antara kenyataan dan asumsi. gemetar memikirkan kemungkinan buruk. terancam stres karena pikiran sendiri. membuat cerita di kepala. yang belum tentu benar. resah dengan imajinasi. yang kebablasan,overthinking parah menyiksa jiwa. khawatir tentang hal sepele. ketidakpastian makna mencekam. bimbang antara kenyataan dan asumsi. gemetar memikirkan kemungkinan buruk. terancam stres karena pikiran sendiri,takut
145,social anxiety berat,tomi hardianto,diundang acara ulang tahun. tapi takut datang sendirian. cemas tidak kenal siapa-siapa. waswas jadi awkward. kalau bicara takut salah. kalau diam takut aneh. gelisah tidak tahu sikap. takut di-judge orang lain. . social anxiety berat menghantuiku. khawatir tidak diterima. ketidakpastian interaksi mencekam. bimbang harus bergabung atau pulang. gemetar jadi pusat perhatian. terancam dikucilkan dari pergaulan. lebih memilih di rumah. daripada bersosialisasi. resah dengan kebutuhan. untuk berinteraksi,social anxiety berat menghantuiku. khawatir tidak diterima. ketidakpastian interaksi mencekam. bimbang harus bergabung atau pulang. gemetar jadi pusat perhatian. terancam dikucilkan dari pergaulan,takut
146,depresi terselubung,umi kalsum,di hadapan orang selalu tersenyum. padahal hati sedang hancur. cemas kalau topeng terbongkar. waswas dianggap lemah. sendirian menangis di kamar. tidak ada yang tahu penderitaan. gelisah menyembunyikan luka. takut dikasihani semua orang. . depresi terselubung sangat menyakitkan. khawatir tidak ada yang paham. ketidakpastian perasaan mencekam. bimbang harus terbuka atau menyimpan. gemetar kalau kedok terbuka. terancam dijauhi teman-teman. berpura-pura bahagia terus. padahal jiwa sudah lelah. resah dengan beban. yang tidak bisa dibagi,depresi terselubung sangat menyakitkan. khawatir tidak ada yang paham. ketidakpastian perasaan mencekam. bimbang harus terbuka atau menyimpan. gemetar kalau kedok terbuka. terancam dijauhi teman-teman,takut
147,perfeksionis ekstrim,vicky prasetyo,laporan sudah direvisi sepuluh kali. tapi masih merasa kurang sempurna. cemas kalau masih ada kesalahan. waswas tidak memenuhi ekspektasi. deadline sudah dekat. tapi belum berani submit. gelisah dengan detail. takut dianggap tidak profesional. . perfeksionis ekstrim sangat menyiksa. khawatir tidak pernah cukup baik. ketidakpastian kualitas mencekam. bimbang antara sempurna dan deadline. gemetar kalau ada yang kurang. terancam stres karena standar tinggi. tidak pernah puas dengan hasil. selalu merasa bisa lebih baik. resah dengan obsesi. yang tidak realistis,perfeksionis ekstrim sangat menyiksa. khawatir tidak pernah cukup baik. ketidakpastian kualitas mencekam. bimbang antara sempurna dan deadline. gemetar kalau ada yang kurang. terancam stres karena standar tinggi,takut
148,fomo akut,winda septiani,scroll instagram sampai tengah malam. melihat teman-teman party. cemas ketinggalan moment. waswas tidak diajak. setiap ada event takut tidak ikut. padahal kantong lagi tipis. gelisah kalau terlewat. takut dianggap antisosial. . fomo akut sangat menyiksa. khawatir ketinggalan dari yang lain. ketidakpastian prioritas mencekam. bimbang antara hemat dan gaul. gemetar kalau tidak update. terancam dilupakan circle. tidak bisa menikmati me time. selalu butuh validasi. resah kalau tidak. mengikuti tren terbaru,fomo akut sangat menyiksa. khawatir ketinggalan dari yang lain. ketidakpastian prioritas mencekam. bimbang antara hemat dan gaul. gemetar kalau tidak update. terancam dilupakan circle,takut
149,quarter life crisis parah,yoga pratama,umur 25 masih bingung. hidup seperti tidak ada arah. cemas menghabiskan waktu. waswas tidak mencapai apa-apa. teman-teman sudah settle. punya rumah dan keluarga. gelisah dengan pencapaian. takut jadi failure selamanya. . quarter life crisis parah menghantui. khawatir hidup tanpa makna. ketidakpastian tujuan mencekam. bimbang antara santai dan panic. gemetar memikirkan usia bertambah. terancam menjadi disappointment. membandingkan diri terus. dengan success story orang lain. resah dengan gap. yang semakin lebar,quarter life crisis parah menghantui. khawatir hidup tanpa makna. ketidakpastian tujuan mencekam. bimbang antara santai dan panic. gemetar memikirkan usia bertambah. terancam menjadi disappointment,takut
150,kesepian mencekam,zara adhisty,sabtu malam sendirian lagi. semua teman sibuk dengan pasangan. cemas hidup selamanya begini. waswas tidak ada yang peduli. berbicara dengan cermin. karena tidak ada yang mendengar. gelisah dengan kesunyian. takut mati tidak ada yang tahu. . kesepian mencekam jiwa raga. khawatir tidak berarti untuk siapa-siapa. ketidakpastian hubungan mencekam. bimbang harus mencari atau menunggu. gemetar memikirkan hari tua sendiri. terancam hidup tanpa cinta. social media penuh kebahagiaan. aku cuma bisa lihat dari jauh. resah dengan isolation. yang semakin dalam,kesepian mencekam jiwa raga. khawatir tidak berarti untuk siapa-siapa. ketidakpastian hubungan mencekam. bimbang harus mencari atau menunggu. gemetar memikirkan hari tua sendiri. terancam hidup tanpa cinta,takut
151,bohong selamanya,andika pratama,bilang sayang tapi main di belakang. chat sama mantan setiap malam. janji setia cuma di bibir. hati udah lama berpaling. foto mesra yang kau sembunyikan. terbongkar juga kebohonganmu. kesal dengan sikap munafik. yang udah bertahun-tahun kurasakan. . bohong selamanya bikin aku murka. benci dengan kedok setia yang palsu. jengkel sudah percaya sepenuh hati. muak dengan drama cinta sandiwara. geram dengan kebohongan berjamaah. dongkol hati ini dikhianati mentah-mentah. sekarang mata sudah terbuka. melihat siapa dirimu yang asli. sebel banget sama kelakuanmu. yang suka bermain dengan perasaan orang,bohong selamanya bikin aku murka. benci dengan kedok setia yang palsu. jengkel sudah percaya sepenuh hati. muak dengan drama cinta sandiwara. geram dengan kebohongan berjamaah. dongkol hati ini dikhianati mentah-mentah,marah
152,kawan yang iri,bella saphira,dia yang kusebut sahabat karib. ternyata iri sama kesuksesanku. saat aku jatuh dia senang. saat aku naik dia dengki. menyebar gosip jahat tentangku. ke teman-teman yang lain. frustrasi dengan sifat busuk. yang bersembunyi di balik senyuman. . kawan yang iri membuatku geram. marah dengan kedengkian yang sembunyi. jengkel dengan backstabbing behavior. muak dengan wajah dua muka. benci dengan competitive toxicity. kesal dengan fake friendship. persahabatan yang sudah lama terjalin. hancur karena sifat dengki. dongkol dengan kenaifanku. yang mudah percaya pada ular berbisa,kawan yang iri membuatku geram. marah dengan kedengkian yang sembunyi. jengkel dengan backstabbing behavior. muak dengan wajah dua muka. benci dengan competitive toxicity. kesal dengan fake friendship,marah
153,janji kerja palsu,candra malik,interview kemarin katanya diterima. suruh tunggu panggilan kerja. sudah sebulan tidak ada kabar. ternyata cuma basa-basi. resign dari tempat lama. karena yakin dapat yang baru. kesal dengan janji kosong. yang bikin hidup jadi kacau. . janji kerja palsu bikin aku murka. benci dengan hr yang tidak amanah. jengkel sudah mengorbankan stabilitas. muak dengan iming-iming bohong. geram dengan sistem rekrutmen abal-abal. dongkol masa depan jadi uncertain. sekarang nganggur gara-gara percaya. sama orang yang tidak bertanggung jawab. sebel banget sama timing buruk. yang bikin rencana hidup berantakan,janji kerja palsu bikin aku murka. benci dengan hr yang tidak amanah. jengkel sudah mengorbankan stabilitas. muak dengan iming-iming bohong. geram dengan sistem rekrutmen abal-abal. dongkol masa depan jadi uncertain,marah
154,dibuang setelah berguna,devi novita,saat dia butuh bantuan. aku selalu siap sedia. tapi begitu dia sukses. aku dibuang seperti sampah. contact yang tidak direspon. undangan yang tidak datang. frustrasi dengan sifat manusia. yang hanya ingat saat susah. . dibuang setelah berguna membuatku geram. marah dengan sikap tidak berterima kasih. jengkel sudah jadi stepping stone. muak dengan utilitarian friendship. benci dengan opportunistic behavior. kesal dengan ingratitude. lesson learned tentang kehidupan. bahwa tidak semua orang tulus. dongkol dengan kenaifanku. yang mudah dipermainkan orang lain,dibuang setelah berguna membuatku geram. marah dengan sikap tidak berterima kasih. jengkel sudah jadi stepping stone. muak dengan utilitarian friendship. benci dengan opportunistic behavior. kesal dengan ingratitude,marah
155,credit yang dicuri,eka prasetya,project yang kukerjakan sendiri. dipresentasikan atas namanya. boss tidak tahu siapa yang bener. yang kerja vs yang tampil. lembur sampai pagi untuk deadline. dia yang dapat pujian. kesal dengan pencurian ide. yang dilakukan terang-terangan. . credit yang dicuri bikin aku dongkol. jengkel dengan colleague yang tidak jujur. muak dengan politik kantor kotor. benci dengan credit stealing behavior. geram dengan ketidakadilan workplace. sebel banget sama backstabber. kerja keras yang tidak dihargai. karena atasan yang tidak aware. frustrasi dengan sistem. yang reward the wrong person,credit yang dicuri bikin aku dongkol. jengkel dengan colleague yang tidak jujur. muak dengan politik kantor kotor. benci dengan credit stealing behavior. geram dengan ketidakadilan workplace. sebel banget sama backstabber,marah
156,keluarga yang toxic,farah qanita,saat aku butuh dukungan moral. mereka malah menghakimi. saat aku sukses sedikit. mereka bilang belum cukup. double standard yang menyakitkan. applied khusus untukku. frustrasi dengan family drama. yang tidak pernah berakhir. . keluarga yang toxic membuatku murka. marah dengan ekspektasi berlebihan. jengkel dengan judgmental attitude. muak dengan conditional love. benci dengan emotional manipulation. kesal dengan guilt tripping. seharusnya keluarga jadi safe space. bukan sumber trauma dan stress. dongkol dengan treatment berbeda. yang bikin mental health rusak,keluarga yang toxic membuatku murka. marah dengan ekspektasi berlebihan. jengkel dengan judgmental attitude. muak dengan conditional love. benci dengan emotional manipulation. kesal dengan guilt tripping,marah
157,investasi bodong,galuh permana,teman yang kupercaya nawarin bisnis. return yang menggiurkan banget. tabungan lima tahun kulangkahkan. ternyata skema ponzi palsu. dia menghilang bawa semua uang. nomor hp sudah tidak aktif. kesal dengan kebodohanku. yang mudah tergiur profit besar. . investasi bodong bikin aku geram. benci dengan financial scammer. jengkel sudah diperdaya halus. muak dengan janji return fantastis. marah dengan sistem yang legal. dongkol uang hasil kerja keras lenyap. sekarang hidup jadi susah. karena tabungan sudah habis. sebel banget sama diriku. yang terlalu naive dan greedy,investasi bodong bikin aku geram. benci dengan financial scammer. jengkel sudah diperdaya halus. muak dengan janji return fantastis. marah dengan sistem yang legal. dongkol uang hasil kerja keras lenyap,marah
158,mantan yang revenge,hilda vitria,setelah putus dia ga terima. nyebar photo intimate kita. ke group chat dan social media. buat rusak reputasiku. revenge porn yang melanggar hukum. tapi tidak ada yang peduli. frustrasi dengan victim blaming. yang malah nyalahin korban. . mantan yang revenge membuatku murka. benci dengan toxic masculinity. jengkel dengan abuse of privacy. muak dengan slut shaming culture. geram dengan revenge porn behavior. kesal dengan sistem yang tidak protect victim. digital harassment yang menyakitkan. lebih sakit dari physical abuse. dongkol dengan mental yang childish. yang ga bisa move on dengan dewasa,mantan yang revenge membuatku murka. benci dengan toxic masculinity. jengkel dengan abuse of privacy. muak dengan slut shaming culture. geram dengan revenge porn behavior. kesal dengan sistem yang tidak protect victim,marah
159,bisnis partner yang khianat,ivan gunawan,modal usaha kita patungan. dia yang pegang semua keuangan. ternyata dia ambil untuk pribadi. bisnis bangkrut aku yang rugi. agreement yang sudah ditandatangani. dilanggar dengan mudah. kesal dengan pengkhianatan. yang datang dari partner sendiri. . bisnis partner yang khianat bikin geram. marah dengan breach of trust. jengkel dengan financial betrayal. muak dengan embezzlement. benci dengan business fraud. dongkol modal hilang tanpa jejak. trust in business sudah hancur. karena pengalaman pahit ini. sebel banget sama kenaifan. yang percaya tanpa legal protection,bisnis partner yang khianat bikin geram. marah dengan breach of trust. jengkel dengan financial betrayal. muak dengan embezzlement. benci dengan business fraud. dongkol modal hilang tanpa jejak,marah
