id,title,artist,full_lyrics,reff_lyrics,emotion
676,teriakkan kemenangan,superman is dead,"hey kawan. tetaplah pada perjuangan kita, kawan. perjuangan ini belum berakhir, kawan. bantai kerakusan para penguasa. bertahun senja. tidak berlutut melawan sang pendusta. semesta ini tak akan pernah buta. alam ini kan s'lalu kita jaga. kupercaya dengan apa yang akan kita perangi. menggenggam kembali teluk yang kita miliki. kubernyayi, hey! hey. pawai kemenangan diatas bumi pertiwi. angkat panji-panji kita menari. gerakan ini tak kan pernah mati. ku melawan . melawan apapun untuk teluk ku ini. menjaga kesucian dan ku hormati. alam ini ku jaga sampai mati. berhenti, bukan berarti kami sudah mati. hanya memberi kekuatan di sendi. kemenangan ini akan abadi. wahai semesta. kau tunjukan kami sebuah kebenaran. dari rakusnya para penguasa. kuberjanji akan taklukan mereka. kupercaya dengan apa yang akan kita perangi. menggenggam kembali teluk yang kita miliki. kubernyayi, hey! hey. pawai kemenangan diatas bumi pertiwi. angkat panji-panji kita menari. gerakan ini tak kan pernah mati. ku melawan . melawan apapun untuk teluk ku ini. menjaga kesucian dan ku hormati. alam ini ku jaga sampai mati. kita teriakan, teriakan perlawanan. kita teriakan, teriakan perjuangan. kita teriakan, teriakan kemenangan. kita teriakan, teriakan. teriakan. oooooo oooooo oooooo. oooooo oooooo oooooo. oooooo oooooo oooooo. kupercaya dengan apa yang akan kita perangi. menggenggam kembali teluk yang kita miliki. kubernyayi, hey! kutepati, hey! kumenari, hey! hey. pawai kemenangan diatas bumi pertiwi. angkat panji-panji kita menari. gerakan ini tak kan pernah mati. kumelawan . melawan apapun untuk teluk ku ini. menjaga kesucian dan ku hormati. alam ini ku jaga sampai mati. kuberjanji. kutepati. kumenari. kemenangan ini.",hey. pawai kemenangan diatas bumi pertiwi. angkat panji-panji kita menari. gerakan ini tak kan pernah mati. ku melawan . melawan apapun untuk teluk ku ini. menjaga kesucian dan ku hormati. alam ini ku jaga sampai mati.,marah
677,sunset di tanah anarki,superman is dead,"inilah radio revolusi indonesia). desing peluru 'tak bertuan. hari-hari yang 'tak benderang. setiap detik nyawa ini. 'ku pertahankan untukmu. alasanku ada di sini. dan parasmu yang kurindukan. di neraka 'kan 'ku menangkan. hariku bersamamu. andaiku malaikat, 'ku potong sayapku. dan rasakan perih di dunia bersamamu. perang 'kan berakhir, cinta akan abadi. di tanah anarki, romansa terjadi. dalam gelisahku menunggu . berita tentang gerilyamu . semerbak rindu kuasai. udara panas ini. sepucuk surat telah tiba. dan senja pun ikut berdebar. kalimat indah dan kisahmu. tentang perang dan cinta. andaiku malaikat, 'ku potong sayapku. dan rasakan perih di dunia bersamamu. perang 'kan berakhir, cinta akan abadi. di tanah anarki, romansa terjadi. 'ku basuh luka. dengan air mata. oh, hatimu beku. serta jiwamu yang lelah. tak henti lawan dunia. dengan mimpi besar untuk cinta. dan jalanmu 'tuk pulang. di ujung waktu 'kan ada cahaya. itulah aku. raihlah mimpimu. andaiku malaikat, 'ku potong sayapku. dan rasakan perih di dunia bersamamu. perang 'kan berakhir, cinta akan abadi. di tanah anarki, romansa terjadi. andaiku malaikat, 'ku potong sayapku. dan rasakan perih di dunia bersamamu. perang 'kan berakhir, cinta akan abadi. di tanah anarki, romansa terjadi. itulah aku. raihlah mimpimu.","andaiku malaikat, 'ku potong sayapku. dan rasakan perih di dunia bersamamu. perang 'kan berakhir, cinta akan abadi. di tanah anarki, romansa terjadi.",bahagia
678,tentang tiga,superman is dead,"duhai anak ku sayang. ayah kan bercerita. dongeng pulau dewata. dan perompak senja. kita pernah berjanji. untuk taklukkan dunia. sepenuh jiwa kita percaya. itu kan pasti terjadi. waktu terus berganti . janji ini abadi . ia bersemayam dalam di dada. kita untuk selamanya. hari ini adalah anugerah. esok lusa tercipta sejarah. tiga pria yang tak mau mengalah. angkara cinta membara. ribuan jam bersama . dalam suka dan senja . dalam asmara dan kesunyian dini hari di bandara. hari ini adalah anugerah. esok lusa tercipta sejarah. tiga pria yang tak mau mengalah. angkara cinta membara. tiada pernah kan terganti. satu hilang semua pergi. sebesarnya cinta, se-samudera benci. kita kan di sana, tuk jatuh cinta bersama. kepada semesta, kepada manusia. kepada semua iblis yang ada di duniaaa! ! hari ini adalah anugerah. esok lusa tercipta sejarah. tiga pria yang tak mau mengalah. angkara cinta membara. hari ini adalah anugerah. esok lusa tercipta sejarah. tiga pria yang tak mau mengalah. angkara cinta membara. ooooo oooooo. oooooo. ooooo oooooo. oooooo. tiga pria yang tak mau mengalah. angkara cinta membara. uuuuu uuuuu uuuuu. ooooo oooooo oooooo.",hari ini adalah anugerah. esok lusa tercipta sejarah. tiga pria yang tak mau mengalah. angkara cinta membara.,bahagia
679,jika kami bersama,superman is dead,"jika kami bersama, nyalakan tanda bahaya. jika kami berpesta, hening akan terpecah. aku dia dan mereka, memang gila memang beda. tak perlu berpura-pura, memang begini adanya. dan kami di sini. akan terus bernyanyi. dan jika kami bersama, nyalakan tanda bahaya. musik akan menghentak, anda akan tersentak. dan kami tau engkau bosan, dijejali rasa yang sama. kami adalah kamu, muda beda dan berbahaya. ah-ah. ah-ah-aa. lepaskan semua belenggu yang melingkari hidupmu. berdiri tegak menantang di sana di garis depan. aku berteriak lantang untuk jiwa yang hilang. untuk mereka yang selalu tersingkirkan. ketika tidak ada tempat lagi untuk berlari. ketika tiada orang yang takkan peduli. aku dan dia selalu menunggumu di sini. angkat skali lagi, hey. dan kami di sini, ooh. akan terus bernyanyi. dan jika kami bersama, nyalakan tanda bahaya. musik akan menghentak, anda akan tersentak. aku, dia dan mereka, memang gila memang beda. aku adalah kamu, kita muda dan berbahaya. hey. yeah-hey-hey. allright. dan kami di sini, yoo. akan terus bernyanyi, yee. dan jika kami bersama, nyalakan tanda bahaya. musik akan menghentak, anda akan tersentak. dan kami tau engkau bosan, dijejali rasa yang sama. kami adalah kamu, muda beda dan berbahaya. dan jika kami bersama, nyalakan tanda bahaya. musik akan menghentak, anda akan tersentak. dan kami tau engkau bosan, dijejali rasa yang sama. kami adalah kamu, muda beda dan berbahaya. oh-oo-oo. oh-oo-oo. oh-oo-oo. oh-oo-oo. hey.","akan terus bernyanyi. dan jika kami bersama, nyalakan tanda bahaya. musik akan menghentak, anda akan tersentak. dan kami tau engkau bosan, dijejali rasa yang sama.",marah
680,aku persepsi,superman is dead,"bagaikan api ku terus membara. bagaikan badai ku terus melanda. siang dan malam ia tiada berbeda. aku sang kelana. jejak sepatu boots ku merajalela. retakkan hati dan hancurkan jiwa. para lelaki dan perempuannya. mereka tak berdaya. televisi menyala. kabarkan dosa dan bencana yang bangga kuciptakan. radio pun bergema. apakah aku sang penjahat. ataukah hanya pelawan jaman. ataukah aku? tiada yang abadi, meski ia tak mati. tapi untuk ini, aku berbeda. aku 'kan abadi, lekat di prasasti. aku bukan aku, aku persepsi. bagaikan api ku terus membara. bagaikan badai ku terus melanda. siang dan malam ia tiada berbeda. akulah sang kelana. jejak sepatu boots ku merajalela. retakkan hati dan hancurkan jiwa. para lelaki dan perempuannya. mereka tak berdaya. televisi menyala. kabarkan dosa dan bencana yang bangga kuciptakan. radio pun bergema. apakah aku sang penjahat. ataukah hanya pelawan jaman. ataukah aku? tiada yang abadi, meski ia tak mati. tapi untuk ini, aku berbeda. aku kan abadi, lekat di prasasti. aku bukan aku, aku persepsi. aku persepsi. aku persepsi.","tiada yang abadi, meski ia tak mati. tapi untuk ini, aku berbeda. aku 'kan abadi, lekat di prasasti. aku bukan aku, aku persepsi.",marah
681,demi angkasa,superman is dead,"wooouwooo. wooouuu. wooouwooo. wooouuu. wooouwooo. wooouuu. sepasang kisah cinta yang istimewa. satu merana, satunya berbahagia. kulihat cermin, ada siapa di sana? musuh terbesar, apa kabarmu, kawan? wooouwooo. wooouuu. yeeaaahh. ku bersumpah, selamanya. dendam ku kandaskan untukmu. ku bersumpah selamanya. dendam ku tak kenal namamu. ku bersumpah, selamanya. biarkan cinta menyala. wooouwooo. oooooo. woooo. ooooo. ooo. ooo. di persimpangan hidup penuh pesona. aku temukan lawan yang bijaksana. kulihat senja, apa yang engkau punya? gelapnya hati yang di terangi bintang. wooouwooo. wooouuu. yeeaaahh. ku bersumpah, selamanya. dendam ku kandaskan untukmu. ku bersumpah selamanya. dendam ku tak kenal namamu. ku bersumpah, selamanya. biarkan cinta menyala. wooouwooo. oooooo. wooouwooo. woooouuu yeeaaaa. ku bersumpah, selamanya. dendam ku kandaskan untukmu. ku bersumpah, selamanya. dendam ku tak kenal namamu. ku bersumpah, selamanya. demi angkasa ku bisa. ku bersumpah, selamanya. biarkan cinta menyala. wooouwooo. oooooo. woooo. ooooo. ooo. ooo.","ku bersumpah, selamanya. dendam ku kandaskan untukmu. ku bersumpah selamanya. dendam ku tak kenal namamu. ku bersumpah, selamanya. biarkan cinta menyala. wooouwooo. oooooo. woooo. ooooo. ooo. ooo.",marah
682,bukan pahlawan,superman is dead,disudut kota ini melangkah sepi. dihantui mimpi abadi. tangis dan airmata dipinggir jalan. kapankah ini kan berakhir. pemabuk dipelukan pelacur jalanan. bermahkotakan duri tajam. tutup matamu kawan besarkan hati. surga dan neraka menanti. aku bukan pahlawan berparas tampan. sayap-sayap pupus terbakar. salah benar semua pernah kulakukan. angkat gelas kita bersulang! pertarungan abadi setan malaikat. luluh lantak darah mewangi. berhamburan sejuta nafas terakhir. dunia berhenti tertawa. aku bukan pahlawan berparas tampan. sayap-sayap pupus terbakar. salah benar semua pernah kulakukan. angkat gelas kita bersulang! walau kalah jangan menyerah! angkat gelas kita bersulang.,aku bukan pahlawan berparas tampan. sayap-sayap pupus terbakar. salah benar semua pernah kulakukan. angkat gelas kita bersulang!,sedih
683,puisi cinta para perompak,superman is dead,"kuingat jelita, hatiku merana. di tengah lautan samudra. kutenggak anggurku, kuasah pedangku. saatnya 'tuk mencari mangsa. seiris puisi. kuhempaskan nada. asa perompak yang mencari janji. tungguku jelita. di tepi pelabuhan api. di sini, aku bernyanyi. ribuan mahkota, emas dan wanita. tak sanggup bahagiakan jiwaku. gemuruh asmara, halilintar cinta. menjauh kukembangkan layar. seiris puisi. kuhempaskan nada. asa perompak yang mencari janji. tungguku jelita. di tepi pelabuhan api. di sini, aku bernyanyi. tentang dalamnya lautan rasa. aku tersesat, merampas nyawa. dapatkan hormat dan rasa takut. setiap malam oh, hati terbenam. seiris puisi. kuhempaskan nada. asa perompak yang mencari janji. tungguku jelita. di tepi pelabuhan api. setiap malam. oh, hati terbenam bersama.","seiris puisi. kuhempaskan nada. asa perompak yang mencari janji. tungguku jelita. di tepi pelabuhan api. di sini, aku bernyanyi.",sedih
684,batas cahaya,superman is dead,"ooooooh ooooooh. ooooooh ooooooh. terus berjuang, menembus semua batas cahaya. terus berjuang, menembus semua batas cahaya. menembus semua batas cahaya. menembus semua batas cahaya. gunakan semua anugerahmu. lepaskan semua yang mengekangmu. saatnya kan tiba untuk dirimu. bersinar di sana. seribu peluru pemikiranmu. kan koyak selaput dusta yang ada. saatnya kan tiba tuk kebenaranmu. bersinar denganmu. ooo jangan pernah menyerah. ooo ku kan selalu di sini. ooo untuk bersamamu sayang, melawan dunia. ooo jangan pernah merendah. ooo kau tak pernah sendiri. ooo kita bersamamu sayang. berdarah bersama. berdarah bersama. berdarah bersama. rasakan amarah tanpa kendali. laksana genderang perang yang kuasa. menantang riuhnya dosa para manusia. hamba istana yang hampa. senandung angkara bagai elegi. para raksasa dan bidadarinya. rayakan riuhnya dosa dan peristiwa. bersama seni nurani yang palsu. ooo jangan pernah menyerah. ooo ku kan selalu di sini. ooo untuk bersamamu sayang, melawan dunia. ooo jangan pernah merendah. ooo kau tak pernah sendiri. ooo kita bersamamu sayang, berdarah bersama. berdarah bersama. berdarah bersama. esok kan bersinar kawan. tiran kan runtuh dan terbakar. esok adalah harapan. kecup perlahan kening ratu kebenaran. di sana kan ada sebuah pertanyaan. apa kau bagian dari kegelapan. apa kau berdiri bersama dusta. ataukah kau yang akan menghancurkan topengnya? ooooooh ooooooh ooooooh. ooooooh ooooooh. terus berjuang, menembus semua batas cahaya. terus berjuang, menembus semua batas cahaya. menembus semua batas cahaya. menembus semua batas cahaya. ooo jangan pernah menyerah. ooo ku kan selalu di sini. ooo untuk bersamamu sayang, melawan dunia. ooo jangan pernah merendah. ooo kau tak pernah sendiri. ooo kita bersamamu sayang, berdarah bersama. berdarah bersama. berdarah bersama.","ooooooh ooooooh ooooooh. terus berjuang, menembus semua batas cahaya. menembus semua batas cahaya. ooo jangan pernah menyerah.",marah
685,graveyard blues/vodkabilly,superman is dead,"malam gelap dingin mencekam. kesepian seakan ingin berontak. bayangan merah dia t'lah datang. belati menancap keras di dada. t'lah habis vodka di tangan kanan. dan ku suka dengar suara botol pecah. hilanglah semua teman tercinta. tinggalkan ku dengan hati yang patah. aku tertawa. setan pun tersenyum. apa yang telah ku lakukan. terlambat, tanganku t'lah berlumur darah. ku bersumpah 'tuk menjadi lebih baik. tapi ruang dan waktu tak membantu. ku hembus asap rokok terakhir. api ini tak akan pernah padam. nekatku kebut motor setanku. berharap inilah saat 'tuk berucap. s'lamat tinggal kekecewaan. tapi hati ini masih tak yakin. aku tertawa. setan pun tersenyum. apa yang telah ku lakukan. hampir saja berakhir nafas hidupku. persetan dengan kepalsuan, yeah. persetan dengan kemurnian. ku sadari semua, dalam hidup ini. kau hanya dapatkan apa yang 'kan engkau berikan. aku tertawa. setan pun tersenyum. apa yang telah ku lakukan. hampir saja berakhir nafas hidupku.","aku tertawa. setan pun tersenyum. apa yang telah ku lakukan. terlambat, tanganku t'lah berlumur darah.",sedih
686,belati tuhan,superman is dead,menebas terali terkurung api. terlahir telanjang tanpa senjata. meradang meluka dirantai dogma. memanggil badai runtuhkan kekang. berderap serentak tanpa seragam. tak pernah henti berkarat. kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temu. kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temukan! gerinda tirani libas persepsi. lukisan hidup berkanvas hitam. vandalis sejati dan malaikatnya. yang mati tertikam belati tuhan. berderap serentak tanpa seragam. tak pernah henti berkarat. kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temu. kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temukan!,kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temu. kamilah kutukan peradaban. kamilah suara yang terlupakan. kamilah bayang sempurna yang tak pernah kau temukan!,marah
687,kita luka hari ini mereka luka selamanya,superman is dead,"tak kan menyerah, dan tak pernah berubah. selalu ada di sini untuk selamanya. tegak menantang dan tak pernah berhenti. suarakan kejujuran hati yang berani. berjuanglah, bertarunglah, kuingin kau di sini. 'tuk rubuhkan, meratakan semua tembok penjara. di sini kuberpijak, nafasku untukmu. tangan ini terkepal selamanya. engkau diam, penuh dendam. tersudut tak terdengar. dalam perih, angkat wajah. walaupun tak bermahkota. nada arus utama yang kian menyakitkan. ambil alih gelombang tuk menyerang. tak kan menyerah, dan tak pernah berubah. selalu ada di sini untuk selamanya. tegak menantang dan tak pernah berhenti. suarakan kejujuran hati yang berani. ini budaya perlawanan. basa-basi enyahlah sudah. dengan sejuta kekalahan. teriakkanlah. nada arus utama yang kian menyakitkan. ambil alih gelombang 'tuk menyerang. yeaaah. ! tak kan menyerah, dan tak pernah berubah. selalu ada di sini untuk selamanya. tegak menantang dan tak pernah berhenti. suarakan kejujuran hati yang berani. tak kan menyerah, dan tak pernah berubah. selalu ada di sini untuk selamanya. tegak menantang dan tak pernah berhenti. suarakan kejujuran hati. hati yang berani.","tak kan menyerah, dan tak pernah berubah. selalu ada di sini untuk selamanya. tegak menantang dan tak pernah berhenti. suarakan kejujuran hati yang berani.",marah
688,hanya hari ini,superman is dead,"ca carraaa x 14. caracaraa caracaaraa rararara. kulupakan minuman keras. saatnya tuk beristirahat. dari indahnya malam yang. tak akan pernah kulupakan. sejenak ku beristirahat. saatnya tuk berolahraga. dari indahnya malam. yang tak akan pernah kulupakan. berlari lari di siang hari. sehatkan diri biar gak cepat mati. membentuk body buang kalori. hari ini mau jaga kondisi. kuikuti gerak senam di tv. dan tak terasa, damn! kok jadi horny? apakah ini akibat semalam. aku minum sampai pagi. kulupakan minuman keras. saatnya tuk beristirahat. dari indahnya malam yang. tak akan pernah kulupakan. kuberharap akan menjadi sehat. dan tak selalu berpikir jahat. memang tepat memang benar. hari ini tanpa yang laknat. esok hari akan menjelang. kurindukan malam yang panjang. bersama kawan bersama sama. kita rayakan kemenangan. apakah ini akan berarti. untuk kelangsungan hidupku sampai nanti. . kulupakan minuman keras. saatnya tuk beristirahat. dari indahnya malam yang. tak akan pernah kulupakan. sejenak ku beristirahat. saatnya tuk berolah raga. dari indahnya malam. yang tak akan pernah kulupakan.",kulupakan minuman keras. saatnya tuk beristirahat. dari indahnya malam yang. tak akan pernah kulupakan.,bahagia
689,1984,superman is dead,"selamat datang di dunia progresif. saat kiri dan kanan. tajam ia diperdebatkan. meskipun telah terbukti sebagai racun. tekanlah populasi. santun lenyapkan senyum. kita adalah generasi. yang menyaksikan dunia. kehilangan kode moralnya. satu sembilan delapan empat. fasis ia berpesta di panggung peragaan busananya. tak diundang kau tak punya apa-apa. namun kau 'kan bahagia. itu kata mereka. kutahu aku tak sendiri. hadapi semua ini. dikala oligarki sibuk bermain tuhan. alasannya wabah, bencana alam. oeoo. semakin kuat membaja tekadku. 'tuk menjadi manusia. yang merdeka selamanya. kau potong lidah yang berani tandingi narasi. sepalsu itu dominasimu. terlahir diberkati dengan akal budi. berhak atas informasi dari semua sisi. media kiri-kanan dan selebriti, yeah. coba pahami ini. sampai kapankah ini semua terjadi. belum mampu ku 'tuk menjawabnya. pertajam literasi. buka logika. mungkin itu membantu. kutahu aku tak sendiri. menyaksikan dunia. dikala oligarki sibuk bermain tuhan. alasannya wabah, bencana alam. oeoo. yee iyeee. semakin kuat membaja tekadku. 'tuk menjadi manusia. yang merdeka selamanya. kau potong lidah yang berani tandingi narasi. sepalsu itu dominasimu. terlahir diberkati dengan akal budi. berhak atas informasi dari semua sisi. media kiri-kanan dan selebriti, yeah. coba pahami ini. semoga lekas kita bertemu. di sebuah titik tanpa bias politik identitas. semoga lekas kita berjumpa. di sebuah ruang hampa. tanpa politik identitas. yeee iyeee. hoo-ho-hoo.","semakin kuat membaja tekadku. 'tuk menjadi manusia. yang merdeka selamanya. kau potong lidah yang berani tandingi narasi. sepalsu itu dominasimu. terlahir diberkati dengan akal budi. berhak atas informasi dari semua sisi. media kiri-kanan dan selebriti, yeah. coba pahami ini.",marah
690,kita vs. mereka,superman is dead,"hey kau yang terluka karna engkau berbeda. jangan pernah menyerah hancur. kan kesedihan. kita kan bersama, ayo lawan dunia. injak kesombongan dan keangkuhannya. kita bukan mereka. kita bukan anak bangsa sempurna. kita bukan bangsawan. nan rupawan, yang harus dihor. matilah keseragaman, kedangkalan hidup di dunia. jarum dan tinta, kulit berwarna. buktikan kubisa, akan kurubah dunia. hey kau yang terluka karna engkau berbeda. jangan pernah menyerah hancur. kan kesedihan. kita kan bersama, ayo lawan dunia. injak kesombongan dan keangkuhannya. kita slalu ditekan. dilupakan, tersudut dan terdiam. orang-orang memuja. pemikiran sempit nan membosankanku. ku akan teriak, hingga kaca pecah terserak. kuangkat gelas, kita nyanyikan. lagu perlawanan. kita versus mereka! kenapa kita. mesti seragam. mungkinkah kita. hidup saling jaga. walaupun berbeda! hey kau yang terluka karna engkau berbeda. jangan pernah menyerah hancur. kan kesedihan. kita kan bersama, ayo lawan dunia injak kesombongan dan keangkuhannya.","jangan pernah menyerah hancur. kan kesedihan. kita kan bersama, ayo lawan dunia. injak kesombongan dan keangkuhannya. hey kau yang terluka karna engkau berbeda.",marah
691,bangkit dan percaya,superman is dead,"ku bertanya pada bintang ketika ia padam. arti hidup yang kita jalani. kebencian yang takkan pernah mengering. hilang semua, tuhan kau ada dimana. amarah yang tak tertahan, kematian langitpun hitam. atas nama cinta dan harapan yang tenggelam. ku kan bangkit, dan percaya. oooh, segenggam harapan. takkan pernah menyerah, terus kubertahan. sampai ini berakhir, dengarkan hatiku. kita semua berbeda, tak pernah ku menginjakmu. kulihat jelas kepedihan di matamu, jalan gelap lalui bersama. dan sahabat ia pergi meninggalkan ku. kan kukenang sampai nafasku berakhir. gelapnya dosa dunia, matahari akan bersinar. atas nama cinta dan harapan yang tenggelam. ku kan bangkit, dan percaya. oooh, segenggam harapan. takkan pernah menyerah, terus kubertahan. sampai ini berakhir, dengarkan hatiku. kita semua berbeda, tak pernah ku menginjakmu. hilangkan kebencian. tak pernah ke menginjakmu.","atas nama cinta dan harapan yang tenggelam. ku kan bangkit, dan percaya. oooh, segenggam harapan. takkan pernah menyerah, terus kubertahan.",sedih
692,negri ngeri,marjinal,"lihatlah negri kita . yang subur dan kaya raya. sawah ladang terhampar luas. samudra biru, yeah. tapi rataplah negri kita . yang tinggal hanyalah cerita. cerita dan cerita, terus cerita . pengangguran merebak luas. kemiskinan merajalela. pedagang kaki lima tergusur, teraniaya. bocah-bocah kecil merintih. melangsungkan mimpi di jalanan. buruh kerap dihadapi penderitaan. inilah negri kita . alamnya kelam tiada berbintang. dari derita dan derita, menderita . sampai kapankah derita ini? . yang kaya darah dan air mata. yang senantiasa mewarnai bumi pertiwi, ah. pengangguran merebak luas. kemiskinan merajalela. pedagang kaki lima tergusur, teraniaya. bocah-bocah kecil merintih. melangsungkan mimpi di jalanan. buruh kerap dihadapi penderitaan. dinodai, dinodai. digagahi, digagahi. dikuasai. digagahi, dihabisi para penguasa rakus. inilah negri kita. alamnya kelam tiada berbintang. dari derita dan derita, menderita. sampai kapankah derita ini? . yang kaya darah dan air mata. yang senantiasa mewarnai bumi pertiwi, ah. pengangguran merebak luas. kemiskinan merajalela. pedagang kaki lima tergusur, teraniaya. bocah-bocah kecil merintih. melangsungkan mimpi di jalanan. buruh kerap dihadapi penderitaan. pengangguran merebak luas. kemiskinan merajalela. pedagang kaki lima tergusur, teraniaya. bocah-bocah kecil merintih. melangsungkan mimpi di jalanan. buruh kerap dihadapi penderitaan. oy, wu-hu. dinodai . digagahi . dikuasai. digagahi, dihabisi para penguasa rakus. inilah negri kita.","pengangguran merebak luas. kemiskinan merajalela. pedagang kaki lima tergusur, teraniaya. bocah-bocah kecil merintih. melangsungkan mimpi di jalanan. buruh kerap dihadapi penderitaan.",marah
693,hukum rimba,marjinal,"hukum adalah lembah hitam. tak mencerminkan keadilan. pengacara juri hakim jaksa. masih ternilai dengan angka, uang. hukum telah dikuasai. oleh orang orang ber-uang. hukum adalah permainan. tuk menjaga kekuasaan. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. hukum adalah komoditas. barangnya para tersangka. ada uang kau kan dimenangkan. tak ada uang you say good bye, beibeh. di manakah adanya keadilan. bila masih memandang golongan. yang kuat selalu berkuasa. yang lemah pasti merana. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. hukum adalah lembah hitam. tak mencerminkan keadilan. pengacara juri hakim jaksa. masih ternilai dengan angka, uang. hukum telah dikuasai. oleh orang orang ber-uang. hukum adalah permainan. tuk menjaga kekuasaan. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi.",maling-maling kecil dihakimi. maling-maling besar dilindungi. maling-maling kecil dihakimi. maling-maling besar dilindungi.,marah
694,mantanku,kotak,"apa kabar sekarang kamu, sang mantanku. yang pernah jadikanku tujuan hidupmu. coba kamu tanyakan aku sekarang. apa aku bahagia. coba lihatlah sebentar saja. kamu pergi setelah ku setia. habis sudah cintaku. kamu pergi setelah ku percaya. dan tak tersisa untuk ku memulai yang baru. kamu pergi setelah ku setia. habis sudah cintaku. ooh kamu pergi setelah ku percaya. dan tak tersisa untuk ku memulai. untukku memulai yang baru. apa kabar sekarang kamu.",kamu pergi setelah ku setia. habis sudah cintaku.,sedih
695,cuci mata (live),kotak,di rumah sepi ku sendiri. pusing akhirnya ku pun pergi. nongkrong di mall sambil ngerumpi. cuci mata sambil cari gebetan lagi. lihat sana-sini. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku. ooo siapa namamu. boleh ku berkenalan denganmu. ooo jangan malu. karna ku tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku. tak bawa kekasihku.,hei kamu yang ada di situ. lucu beri ku senyumanmu. hei kamu godain kita dong. cakep aku lambai tanganmu kepadaku.,bahagia
696,perfect love,kotak,tak pernah terlintas di khayalku. takdir hidup menuntunku menemukanmu. engkau permataku sang kekasih. yang ku cinta bersamamu jalani hidup. engkau adalah pemberian terindah. dan akan ku jaga hingga nafas terakhir. you are the perfect love rains over me. you have the perfect song singing for me. you are the perfect dream i ever wanted. you are the perfect love. engkaulah cintaku yang pertama dan terakhir. jelajahi dan ruang dan waktu. engkau adalah pemberian terindah. dan akan ku jaga hingga nafas terakhir. you are the perfect love rains over me. you have the perfect song singing for me. you are the perfect dream i ever wanted. you are the perfect love. i thank god for you. you are the perfect love rains over me. you have the perfect song singing for me. you are the perfect dream i ever wanted. you are the perfect dream i ever wanted. you are the perfect dream i ever wanted. you are the perfect love . thank god for you.,you are the perfect love rains over me. you have the perfect song singing for me. you are the perfect dream i ever wanted. you are the perfect love.,bahagia
697,energi,kotak,tak bisa jika aku terbang tinggi. tanpamu semangat kau beri. tak akan pernah mampu mengejar mimpi. bila kau akan pergi. wahai kerabat semua di sini. kau bagaikan energi. teriakkan semua tunjukkan kau bahwa. kerabat kotak sejati. lepaskanlah semua beban yang kau rasa. kita berpesta di sini. karnamu kita masih tetap di sini. kau akan tetap di hati. karnamu kita takkan pernah berhenti. akan terus berlari. wahai kerabat semua di sini. kau bagaikan energi. teriakkan semua tunjukkan kau bahwa. kerabat kotak sejati. lepaskanlah semua beban yang kau rasa. kita berpesta di sini. wahai kerabat semua di sini. kau bagaikan energi. teriakkan semua tunjukkan kau bahwa. kerabat kotak sejati. lepaskanlah semua beban yang kau rasa. kita berpesta di sini.,wahai kerabat semua di sini. kau bagaikan energi. teriakkan semua tunjukkan kau bahwa. kerabat kotak sejati.,bahagia
